Temperature,Humidity
19.45339934,18.23490739
19.12829388,14.92241479
19.1034283,17.26184541
17.48504075,16.96070581
19.40751744,18.98030507
20.18649426,19.63719995
17.30287885,15.15405941
17.50361137,15.48083156
18.17234999,14.70085967
17.57445618,16.71826572
20.93175255,18.91295403
19.71098332,17.63879418
19.07937684,17.86754927
18.54988627,16.02542689
18.19903647,17.41333199
18.88852533,14.99451145
18.49311205,14.72115044
19.48974337,17.17260319
17.25769499,18.74943955
19.62416326,18.71483156
20.67526473,19.85388984
20.02381489,16.63294455
20.1187446,14.44228303
20.65691793,15.84572566
19.2582557,14.2804191
17.927806,15.85622899
19.16288268,15.83500655
20.26942271,19.96978871
17.09104223,18.25142068
17.06579293,17.54024066
20.62767492,14.44008871
20.8248451,17.85057083
19.46210401,18.72831993
17.18248372,16.42891834
17.48911699,16.39055394
17.48395377,14.76014523
19.48316794,17.44534641
19.71359733,18.09665739
19.48649305,16.06240074
19.95264829,14.82633099
19.41789736,16.80472243
19.45591848,18.02235902
20.19137759,16.41998269
18.8392908,14.74071856
20.71219282,19.83643308
18.99424448,15.9362937
19.96837462,15.57324389
17.81564548,17.60756635
20.71424384,15.27824066
17.34150229,18.75626255
17.43732714,14.33847406
18.89780215,19.76182946
18.59190771,14.77959596
18.31561493,15.36143547
17.13692774,20.59541693
19.63474332,18.90705639
22.91350245,21.33953114
16.43340342,24.24045875
22.13974653,23.02251117
17.84806561,18.77621951
19.88394011,20.31564139
19.32509638,23.3334788
18.4167001,23.42829938
21.81167649,23.20591245
19.72702528,18.28173015
17.15432954,19.87070659
19.62207826,18.67170854
21.63149148,21.17919701
16.06522754,18.72479695
20.61162204,24.36314135
21.42451099,20.39659714
19.07096165,21.21092266
21.18853178,19.63438599
23.0429097,22.42610972
20.65375833,23.10538637
18.09551014,18.29318436
18.23775702,21.07643273
17.48189735,18.8251973
19.9191786,21.47324158
20.27514686,23.2353604
15.77370214,19.2303162
16.71170642,19.17651433
17.66148158,18.15302753
18.50692825,23.61670065
24.51324787,20.81527638
18.87614998,24.54038287
21.59343016,20.31871249
20.12373284,24.45202552
15.43546065,18.37477907
22.64236876,21.59396123
21.98560799,24.87304788
20.53052663,18.09224048
15.78601387,21.14544088
19.6365349,19.68751084
20.57341244,19.7520218
20.16080524,24.84207559
21.53989176,24.25386207
15.53834801,23.75560241
19.91853092,20.70099804
20.76952209,18.93146941
23.46168338,23.22197648
24.32116642,21.0278674
20.12574053,24.96969858
21.80619564,18.57086554
19.52226241,24.92607153
17.00067625,19.90790546
16.78791503,24.96881755
24.84906168,22.89464642
16.51783455,20.4555596
18.15300153,19.38602098
23.18864385,22.3104551
23.38002569,21.98879437
18.358923,19.37703396
19.25975367,20.51346956
22.95458237,24.03553105
20.120043,22.89845607
21.14011423,22.7182355
24.92360104,18.22590825
15.33042636,24.91506728
18.81097271,21.27833035
23.44260668,22.77255917
22.8352024,18.97267518
24.9035819,22.27512704
23.78709569,24.35679348
22.05592283,19.60379304
18.87492997,20.18238348
18.62328774,23.02410338
23.00884744,18.86880997
19.33162606,24.13995025
16.24469193,21.35793891
17.91652287,24.90814655
15.46789263,21.43780702
17.06104474,23.77201471
21.32776028,18.48522915
23.90910104,20.74619325
23.89756791,22.74378977
22.98666928,20.57940608
21.35135729,22.91244883
24.1638445,19.27907819
24.62835037,18.18325169
21.02213209,24.93896255
17.30844532,20.01730914
23.82576704,24.75485098
19.30607278,23.96362799
16.03768615,22.33195853
19.18572809,20.83398341
19.92889503,21.79992115
19.56376468,24.67385131
18.31357543,24.32991649
20.10993761,23.22323766
23.60506572,21.90539577
19.73136909,24.89487354
20.93409877,21.1893007
18.78226261,20.24768314
36.51268371,57.92887167
36.89163721,62.73178224
29.23540524,59.38967583
27.33534897,43.35795962
21.0643684,55.46985938
30.33276599,42.35249879
31.80130272,45.03186173
33.18184225,38.23184742
29.38538562,63.47742011
30.27374995,67.38680755
35.45790488,68.75810535
33.80020039,40.03262418
28.69180475,49.47225353
31.24021696,56.67369054
28.98039357,57.23265151
27.32198928,34.13737127
21.47607807,38.80023714
18.31910448,34.69776639
36.97794384,37.73992903
24.80467592,40.1242747
19.3479443,55.96805489
28.88302142,50.12323801
19.54314136,47.19188279
24.7741949,50.54621094
18.33124824,38.40975482
19.14729038,45.3733757
28.23416057,49.4421345
30.11812084,34.13307843
33.4126864,35.42910045
24.18553163,46.68746847
26.88630675,41.69617915
31.33170829,57.97429171
33.30711818,67.07780816
23.45379018,46.48714759
34.53823889,39.04468913
19.50112224,34.51086611
28.76794904,37.57792132
30.97758716,32.24914235
18.39759147,36.82639309
35.09357419,30.98685456
34.93174223,30.40046769
29.50523036,35.72032498
34.51934775,47.52980027
28.43430726,52.10010827
18.41645629,34.80541039
31.07508973,47.19847683
20.89342749,46.24856523
30.90607799,52.79913039
27.9348279,66.45457122
35.95176642,36.52780776
19.54317155,56.92831399
19.63736208,32.31528909
31.2192752,56.46868874
33.50876355,45.70976142
24.80710166,45.01110015
36.20970524,31.94550613
30.50420876,35.48885969
26.01630259,49.94704718
31.48469278,35.6395615
33.15122581,32.45974539
23.50222822,51.29019509
34.87248659,38.83786012
28.09269012,44.93322042
24.54757829,57.3414485
33.64769646,48.41490082
20.5591255,60.54880693
19.95991719,59.33157782
28.87667593,62.4901206
36.04353699,43.61444121
23.6734328,47.2879691
25.74679443,40.7192594
31.08564994,66.68832981
18.72987676,61.33186249
29.50304807,63.46513414
20.43517772,39.37252634
36.00415838,56.01334416
31.46846241,35.39454002
36.30049702,56.03021253
29.49096726,67.10604388
30.5753044,34.75591197
24.69487673,59.96669215
23.17409556,36.67847052
19.04380471,33.10695144
29.32379604,45.93248374
34.6455408,54.32342534
21.9989826,56.31006755
22.99774444,60.24218572
30.55992394,35.29006485
31.46417866,48.17631461
25.95058595,40.58227261
21.01142393,69.69141302
19.25100056,47.70351758
19.24462755,50.54495302
22.47253208,62.56532471
36.75087487,58.25799145
29.89286629,66.35375127
29.37735586,44.82294584
29.65052947,42.89833235
19.54284889,66.34777265
20.04611791,48.93905624
27.91095209,64.70930606
27.32220619,51.27868781
28.66024187,59.3189118
29.02955344,61.09387478
27.78031515,54.65030015
31.99928579,54.1077461
27.33580911,55.27755933
28.92952635,53.57014709
27.65472156,58.59986279
28.52396666,55.77264351
31.02215872,45.89239456
25.74095321,45.38497051
31.70447482,56.85420099
24.47876451,58.51663927
31.46511256,51.79939437
25.60973447,50.7330069
30.30260453,47.18283631
28.17489437,43.6672299
25.50634557,44.8302551
31.12896766,43.58788762
26.34043268,55.59160391
28.23494706,61.5620517
27.04453473,49.32609633
25.16125354,55.25435777
27.3179125,51.66921088
25.4123765,49.66474269
31.21629982,46.01868196
30.573999,58.22686794
25.42517036,53.2208266
27.09400578,43.65305437
24.30935081,56.32938343
30.06142622,45.90067655
28.09568993,60.9835384
26.33908791,40.00933429
28.61409059,57.14218792
28.70012137,44.359648
24.21610338,59.79236306
28.50677929,45.20094476
25.97948991,64.95585424
30.88482722,41.36561835
25.5042419,61.66852372
25.12528913,51.33189406
27.10508014,63.56791363
31.1006247,44.82069159
26.45707778,56.40226277
30.04132304,63.56222995
27.77799528,54.82130787
30.99256944,43.02151392
26.4908332,47.36534833
31.96987867,57.17377029
25.36140526,46.82652785
25.54249137,56.96640758
28.99319096,62.85948245
29.34317422,60.50320928
28.63618921,61.39451307
24.83206631,44.17085032
25.44689075,58.55363573
31.01274943,62.40392519
27.06179658,52.3003173
27.0956288,42.26206161
28.56800579,57.30636014
28.79929247,49.84213387
27.94293692,45.41393636
30.47757686,61.58245338
30.58139475,50.77148138
26.85911286,41.81420849
26.31051759,61.18749126
28.77833449,44.2252605
28.90245417,43.35365671
29.37687468,57.69622912
24.17093241,58.25204566
26.65333029,59.79023382
28.19912143,53.50567601
28.76488954,52.62741529
29.3499706,61.25353851
28.00937423,52.60950014
26.85851927,48.8246387
31.2123945,40.92604945
24.20422636,61.43378674
29.98835437,49.60384796
29.93964907,54.61813464
31.2119298,41.55934359
26.80474415,48.23991436
31.49398069,62.84916863
30.99694676,46.42693735
29.61253065,63.04749127
29.97604322,57.03184356
30.88883074,52.62696801
30.39321309,60.16299493
30.43683729,55.20522037
25.32688786,63.18180319
30.53684308,59.96664731
30.38257873,40.5926071
24.01825377,53.76623369
28.69841277,61.14754363
29.33743412,49.00323081
27.96583691,61.34900107
24.86803974,48.27531965
25.87682261,45.96341933
31.01963639,49.9767522
27.43329405,87.80507732
28.3340432,80.77275974
27.01470397,84.34262707
28.17432665,81.04554836
29.87888063,87.32761241
29.89232778,89.71503316
28.56212158,83.24855855
27.53592929,85.5701901
29.68361658,87.93598094
28.14448546,82.1193047
29.53037621,86.73346018
27.88352946,86.45147631
28.22471276,82.35916228
29.008124,84.96089355
29.75538903,86.45193297
29.78416743,85.16906976
27.8640132,80.4513142
27.11026483,84.96771717
27.11030369,83.64274107
28.95451232,89.07866095
29.21780035,87.93724219
28.7420098,85.81675947
29.65021184,80.29868321
27.23924995,86.404241
28.95172351,81.67085323
28.18837136,82.60629652
28.30041493,86.20681554
27.89636126,88.71782287
28.6899851,87.50436797
27.8262623,88.73100226
28.70562673,81.59200689
28.6362812,84.61431076
28.28511547,88.4393979
27.60887393,86.13316408
28.60901145,86.99495766
29.24598976,84.80084105
28.62911222,89.1148059
29.57329479,88.07505524
27.82684262,87.16679147
29.8757015,83.14796296
27.33684386,88.50229102
29.83040388,89.30428305
28.2753171,82.76020821
29.86860065,85.99127934
29.5888162,89.9939693
28.07219563,82.9116472
27.84026517,89.99615558
27.10818093,87.4512669
27.68515114,81.94268594
29.34594634,85.60472562
28.36319404,84.8593608
27.65280218,89.80650642
27.31372793,85.44815232
27.06909959,86.89934108
28.06642822,85.91625451
27.73329078,81.13903037
27.53632932,89.92908171
29.66461594,84.28187572
29.9145443,85.85384444
28.36363858,87.59810657
29.46416042,87.60890009
29.73013036,82.89166381
27.46852989,87.17649
27.77076285,87.09979549
29.12939524,88.48312598
27.10606808,89.89593328
28.88078945,86.94206817
28.14720892,83.8001509
29.89129144,80.14487166
27.41503453,80.98004661
29.27308605,89.4875022
29.65296893,88.48587386
28.44524991,82.67639542
27.96235681,83.97586797
29.25649321,81.97952224
28.36291385,88.00989267
27.62749466,86.49366929
28.66086349,86.12194568
29.2114218,87.11497805
29.40889385,86.16063492
28.02952623,84.8845732
28.08657178,80.35005927
29.16174608,80.28038146
29.8596912,80.03499648
29.06631494,83.6869203
27.38538997,88.66663953
27.93034941,85.42058715
29.2808618,81.8009244
28.9973145,83.78911515
27.92678579,86.5543196
28.5474135,88.9570454
29.36488409,89.1886954
28.56149805,83.63802195
28.43683487,87.91332682
28.79728147,80.45744422
28.7275267,89.12760359
27.95639663,83.52706038
28.17458662,83.69659318
28.77653519,86.69133979
28.438097,83.48991368
29.48439992,63.19915325
26.73433965,68.13999721
26.27274407,62.28814857
34.03679184,67.21113844
28.03644051,65.06601664
28.81460716,65.33538112
34.03619494,64.28791388
33.8642935,61.57072498
32.84213012,68.68401492
27.10053268,63.36085585
25.65842532,61.18235808
32.34744009,66.61452812
29.58949031,68.32176769
30.91219459,68.79427388
28.12787838,64.2097765
30.08545364,69.34811988
31.74379487,62.51007687
27.81326852,62.50460464
32.88733849,64.59457409
29.36358721,64.98742947
27.82592799,67.5861883
28.49538735,60.44848407
27.74274761,68.53997144
30.41588462,67.66323804
27.3254209,69.09047809
30.28496619,61.69295127
28.56840626,61.53278622
25.36586097,66.6379724
34.9466155,65.26774011
25.09737391,67.72837887
32.47648301,64.34848735
33.86351172,68.59232289
25.19857725,60.37332688
31.77681682,69.01852894
34.89814946,63.59948557
31.74105409,68.63525428
27.16159076,66.76017239
26.23773129,67.88521396
30.20157245,60.06534859
31.55846339,67.83563765
29.67892453,69.0854554
27.05365239,67.7017527
34.63880966,61.38597868
33.39438752,62.93692886
28.84079155,63.37230676
31.49338309,63.0563645
25.54960633,63.95425534
34.37329112,69.69366426
34.6008247,63.11296779
29.43463808,64.94329356
29.10713092,67.90577375
28.57006111,65.71765781
27.54384835,69.3478631
33.04687968,68.93875631
33.95309131,69.96100028
30.11873003,60.11680815
29.57812712,66.17587668
27.26458947,68.01232937
31.35730791,64.24992106
31.52104732,66.55723677
29.39982732,64.25510719
29.38400259,64.14928485
28.38686534,61.88871127
28.47442276,63.53604453
30.64095781,61.14508627
25.25596239,61.36669662
32.97030511,60.18122078
33.66855394,66.60416867
32.83963757,67.99803573
27.45853567,62.90020977
25.68576704,69.84354028
30.0328403,64.14800537
28.20667264,68.27085245
28.27265858,61.18956161
28.5417236,64.2020154
26.87187036,61.61367264
32.79766751,68.77994074
26.42333018,64.51136845
29.79181107,63.38789228
27.44003279,67.10464369
34.1262979,65.14877461
30.94908189,64.23364112
28.75751783,61.02701476
27.24766491,66.10123083
28.63005477,66.770943
26.41768321,63.64698302
32.81705216,66.15665137
29.6321052,65.91359954
33.49077065,62.73317204
31.86847286,66.74217464
30.32992227,65.62971858
28.546224,66.31394098
30.02629908,67.88811637
31.65531175,60.13263713
30.33499674,63.54718862
33.36984395,65.67718163
31.4345059,62.99303471
27.71678273,63.29103387
32.63918668,61.3009051
32.7477393,67.77954584
28.05153602,63.49802189
19.44084326,63.27771461
29.84823072,60.63872613
21.36383757,69.92375891
26.28663931,68.51966729
22.17499963,62.13873825
26.57597546,60.97876599
26.58972517,66.14007674
19.1345771,62.57526895
28.75273118,69.15640149
25.78746268,60.2816298
23.89271875,61.78779413
28.67408774,63.18832976
28.42062847,61.77336343
21.35499456,62.60136323
21.12695586,63.18738532
24.02037872,61.62313345
25.40474421,65.8567539
29.03017561,64.49166566
20.21368219,68.65257685
29.19585548,68.01965728
18.29783597,69.6897615
27.41434987,63.41785982
24.84063998,60.09116626
29.94413861,67.31323084
25.87990287,67.55109024
20.0467711,65.84395319
22.99451999,66.70897237
25.13163619,66.92642362
28.49584395,62.44616219
18.28766124,69.48515056
24.38041875,61.18458224
21.31852148,66.43934593
18.54141834,62.70637578
25.28710601,60.85993533
25.43459777,69.12613376
28.83600962,69.76112921
27.37659643,63.93927841
28.31886863,60.19461399
27.4818649,62.04814951
18.28072173,68.10365387
27.61204997,69.29786244
23.43974653,63.22011726
20.95628486,63.68128841
23.7937153,68.03209183
22.6371424,65.44544859
21.53577883,65.47227704
29.87854588,65.73085206
25.2653291,67.10004577
25.17885316,68.93307305
24.12192608,61.09533545
23.33565221,67.40460704
21.74600081,63.39503184
27.60195453,63.46170674
24.388717,62.50453062
24.98287462,66.895409
28.234829,69.3159965
26.03026959,69.55863145
28.04849594,64.07691942
24.87425505,64.00213929
23.97081395,62.35557553
20.06003985,67.76252583
19.59221047,61.28633405
29.77013109,66.29327012
27.52135365,60.53657684
25.62896213,63.14909763
20.39078312,60.47528931
25.39038396,60.4989659
24.91079638,60.71367427
27.70496805,63.20915034
18.06486101,65.1034354
18.13027797,62.45851612
23.82723528,67.89815262
23.19305333,62.74710773
25.08966129,68.17543102
25.86928193,61.88321072
18.43966037,68.05394959
27.14911056,67.02664337
23.33375853,64.50515776
26.7230014,62.96841833
19.55750776,64.45268309
26.13708256,66.7729209
27.99990346,65.57653373
29.05941162,62.10652364
25.71269843,64.1123333
21.79792649,63.73086065
24.70626432,60.26854183
20.94981756,65.8108757
24.84918386,68.98088448
21.91041045,65.21662467
25.93381964,68.70533022
29.82112112,69.4073209
27.52185591,63.13215259
27.99627907,68.6428593
20.76774783,63.90164154
23.05276444,60.424786
21.65845777,63.58337146
26.25070298,67.62779652
20.97195263,63.83179889
23.89736406,66.32102048
24.55981624,91.63536236
19.65690085,89.93701023
18.78359608,87.4024767
24.1469628,94.5110662
22.44581266,89.90147027
24.96273236,92.40501423
22.5526059,89.3259486
22.77035608,91.45498527
19.20090378,94.27659596
23.12808226,92.68328358
24.92639065,85.19098079
24.77464458,85.63608688
19.8671184,86.35590206
24.26601316,93.7974061
23.62600218,89.73266695
19.67832052,89.08935702
22.36509395,92.30882391
21.57936934,94.88267728
18.26233221,88.16779129
23.71028128,89.61794165
22.48720144,89.9224883
21.6602498,94.79397419
20.13037175,89.31505137
18.41164435,91.11927248
19.68291173,89.75272999
23.20242586,91.19442671
18.92157197,87.31290342
22.10621387,91.34039616
18.47412402,89.68919664
19.81069447,88.92944254
24.4880844,90.83687246
18.75927679,89.93457597
19.54128063,90.29751796
18.91251245,87.74938524
19.91330523,94.95031368
19.72620525,89.64934166
23.83185873,87.84034604
24.94467632,94.25702672
24.692258,93.87030088
24.72485577,85.56083187
20.12644921,87.59629625
21.02432943,93.0569505
22.40423537,88.1508343
20.33691147,89.38003827
24.24779615,85.56033312
24.81530144,91.90842992
19.66329768,87.95158129
22.43377991,90.3396556
22.92052307,85.12912161
22.91843172,85.40695044
24.88244467,89.39686219
23.40981539,93.13277
21.20725375,94.26304717
18.20230419,91.12282162
22.34375696,89.7870345
24.32770134,90.88292835
19.75088482,88.71691157
19.86173586,86.19740917
18.07132963,93.14554876
23.89162561,89.61850203
23.98598756,93.34236582
20.93892916,85.42912869
20.82210727,87.22815682
20.86474944,91.61793636
24.45840036,86.10874614
24.51147697,90.64498715
24.56811204,92.03009222
24.63228709,89.01574455
20.07386547,90.97819712
21.80523051,94.63612858
22.8122645,86.34233767
22.73031253,88.48567856
23.2801227,94.94330457
19.30106297,87.1775172
19.0087067,88.83768149
24.35193812,90.88612388
24.72235539,88.87651295
21.92513945,94.46485312
24.83954414,86.88738076
18.09691127,90.42177379
20.24104904,91.08706822
23.22594,94.42971362
23.50128217,92.97527546
19.44623085,89.02127045
20.51343484,92.51675903
18.90223032,94.99897537
18.90592319,89.24126808
22.63045168,88.45577158
19.38603815,86.79058496
24.38318965,91.19431555
23.77989026,92.93386903
22.59890174,93.16343942
24.37766782,85.4017118
20.89273273,91.07776977
18.09903225,85.70786282
20.00218987,85.83618191
19.85139326,89.80732335
21.25433607,92.65058936
23.65374106,93.32657504
23.88404783,86.20613842
29.36792366,76.24900101
27.33368994,83.67675197
27.40053601,82.96221306
29.3159075,80.11585705
26.05433004,79.39654531
25.86632408,84.42379269
27.00932084,80.18546798
29.55054817,78.06762846
26.28845991,83.390039
29.16226551,76.16151562
28.65003945,82.68752542
29.07311132,76.50045221
28.08166093,75.26429821
27.1994597,78.8086068
28.05484146,78.04602887
25.14748006,83.34688193
25.94019018,78.3422098
27.66752761,79.68542782
25.56703012,75.94067692
28.6956201,82.54195839
26.33544853,76.8532006
25.93730186,78.89864446
25.13686519,84.88394407
27.50527651,80.79783998
26.21009246,82.34429458
29.10403455,79.19588629
29.2440638,77.32017166
25.56202173,77.38229006
26.3985515,81.36028902
28.09577643,77.79586769
27.84767901,83.31110751
27.39341554,81.4654833
25.14517635,81.38204104
28.65456263,79.28693687
29.16093424,76.67484233
27.57278064,82.0638878
25.40909896,82.36208097
25.99069521,83.33983116
26.29039046,81.06003778
29.14827211,78.71024836
26.59743595,79.35898915
25.36059237,75.03193255
29.12036889,80.18080728
27.53911354,77.25629897
29.66727337,83.51014178
25.05802193,84.97323747
25.86824781,78.52399914
25.85036988,81.95580471
26.51682337,77.79913575
28.66725136,79.59242542
28.14938935,81.54448882
26.42313317,83.6995044
26.59386409,81.40740301
27.71822477,76.57853189
28.98333432,82.95958244
29.42017919,83.96754496
27.39872329,81.10523402
26.4020227,84.41007614
27.81251452,82.69285419
25.19640218,83.55829874
28.31193338,75.77363772
25.90113128,80.47152737
27.48612983,76.11239849
29.38254012,83.50423735
29.22118628,81.08183635
27.09062164,81.33506906
26.12643374,81.81365007
29.01207743,77.95192527
27.96799119,79.28625709
28.0764455,76.05522115
25.16278237,84.97849241
25.78749808,84.51194224
25.34119774,84.47321314
29.44795403,78.34971537
26.47522633,78.51833782
27.39489579,83.31172003
25.08347445,80.261731
26.6719835,76.48541655
25.44926208,79.49221962
28.22776705,80.6430384
28.1279509,77.48247073
28.9470467,82.1888998
27.96236771,84.15403614
28.00316034,78.90085998
29.1400919,80.1190228
27.9122104,83.36307683
25.43480512,81.53977797
28.55980972,84.51602322
26.59580783,82.99556744
27.19711623,77.3970629
25.29391516,79.29122198
29.90888522,76.98740841
27.94972463,76.63713353
25.01018457,78.76260938
29.21144871,84.70189923
27.35911627,84.54625006
28.0106804,76.52808057
28.67208915,82.20793613
27.34585147,78.4873835
29.50704598,78.20585613
29.73770045,47.54885174
33.55695561,53.72979826
27.00315545,47.67525434
33.56150184,45.53556603
35.89855625,54.25964196
34.17719782,50.62161586
30.01592643,53.19212381
31.74592134,45.16127859
35.99009679,52.22780489
31.86641378,52.19331595
27.75518664,52.34605806
34.72413192,51.4271781
27.53907547,53.63549533
27.69637763,48.5622488
27.25373364,52.66319725
30.33723921,48.88704844
31.85744939,45.53106268
35.39986338,49.45962621
29.80747243,52.13797867
34.16438906,54.16482251
28.93270187,47.94053996
27.98392787,53.33018851
31.20478173,54.49960506
32.13409675,50.52559148
28.91862016,48.13974548
31.09779147,47.41196659
34.73823882,49.08864345
29.98080499,49.48613279
33.80398664,46.12866113
30.07202564,50.96040505
27.92063282,51.77965917
31.40948821,49.21729127
35.7877738,51.94190321
33.36140093,45.02236377
35.96054636,48.69677802
28.33333307,51.39586505
32.27652024,50.19368841
31.99490489,50.84881347
27.58258929,48.56916221
29.38471637,45.88744691
32.38697531,53.2328243
30.91471455,49.92963856
35.37775595,45.58110023
32.32362177,52.5896771
28.22373428,47.40519056
27.27433181,47.16808054
27.10710832,50.70880979
34.89226666,48.75613373
33.7462686,48.50387598
27.3511056,54.43945147
32.89300162,52.61323969
35.38598705,51.42664176
27.5529736,47.90859131
32.82141065,47.45553843
30.17294105,51.0845903
29.26382931,54.82257868
32.06097197,51.08494181
28.69818144,47.71875722
29.14305008,49.40983294
28.3471611,53.53903102
27.67256197,45.41692012
28.1218093,46.16888595
30.79375683,46.69536813
28.89409382,54.80750249
33.33024826,45.61143594
27.78912455,53.96886679
31.65333432,48.20662669
